product_id,name,price_inr,rating,timestamp
7608535,Sheglam Color Bloom Liquid Blush - Love Cake (5.2 ml),466.0,4.2,2026-04-12 22:00:05
7608575,Sheglam Go Go Glow Highlighting Body Mist - Gilded Glow (10 g),679.0,4.2,2026-04-12 22:00:05
8732781,KRYOLAN Dermacolor Camouflage Creme Refill - D64 (4 g),517.0,3.0,2026-04-12 22:00:05
7608626,Sheglam Sun Sculpt Liquid Contour - Warm Honey (5.2 ml),509.0,3.8,2026-04-12 22:00:05
7540732,Maybelline New York Fit Me 12Hr Oil Control Compact SPF 32 PA +++ - 115 Ivory (8g),203.0,3.8,2026-04-12 22:00:05
7511137,Insight Cosmetics Pro Concealer Palette - Concealer (15g),229.0,3.8,2026-04-12 22:00:05
8732621,KRYOLAN Dermacolor Camouflage Creme - D4 (4 g),1034.0,3.0,2026-04-12 22:00:05
8732650,KRYOLAN Supracolor Refill - Ivory (4 ml),470.0,3.8,2026-04-12 22:00:05
8732714,KRYOLAN Dermacolor Camouflage Creme Refill - D34 (4 g),517.0,3.8,2026-04-12 22:00:05
7594034,Bronson Professional Reusable Makeup Remover Cleansing Pads - Pink (2 Pcs),188.0,4.1,2026-04-12 22:00:05
8732778,KRYOLAN Dermacolor Camouflage Creme Refill - D4 (4 g),517.0,4.4,2026-04-12 22:00:05
8732759,KRYOLAN Dermacolor Camouflage Creme Refill - D3 (4 g),470.0,4.5,2026-04-12 22:00:05
9096542,Tira Fresh & Matte On-The-Go Duo Mini Combo,112.0,5.0,2026-04-12 22:00:05
7560431,PAC Makeup Prime and Setting Spray (60ml),535.0,4.3,2026-04-12 22:00:05
7558941,Insight Cosmetics Blusher - Watermelon Popsicle (3.5g),85.0,5.0,2026-04-12 22:00:05
7597664,PIXI On-The-Glow Blush - Ruby (19 g),1560.0,4.4,2026-04-12 22:00:05
7577148,L'Oreal Paris Infallible Full Wear More Than Concealer - 314 (10ml),466.0,5.0,2026-04-12 22:00:05
7545637,RENEE Face Primer Bollywood Filter (15g),391.0,4.4,2026-04-12 22:00:05
8732649,KRYOLAN Tv Paint Stick - FS22 (25 g),1786.0,4.2,2026-04-12 22:00:05
7597674,PIXI On-The-Glow Blush - Fleur (19 g),1560.0,4.2,2026-04-12 22:00:05
7596374,Insight Cosmetics 3 In 1 Primer - White (10 ml),135.0,3.9,2026-04-12 22:00:05
7567198,Huda Beauty Easy Bake Loose Powder Mini - Banana Bread (6 g),1900.0,4.4,2026-04-12 22:00:05
8732831,KRYOLAN Supracolor Refill - FS22 (4 ml),470.0,3.5,2026-04-12 22:00:05
8732753,KRYOLAN Dermacolor Camouflage Creme Refill - D4 1/2 (4 g),517.0,4.5,2026-04-12 22:00:05
7599980,M.A.C Prep + Prime Fix+ Setting Spray - Original (30 ml),1600.0,4.4,2026-04-12 22:00:05
7502973,Swiss Beauty Pearl Illuminator Makeup Base - 01 Golden Pink (35g),246.0,3.9,2026-04-12 22:00:05
7511013,Insight Cosmetics 3 In 1 Long Lasting Primer - (30ml),292.0,3.9,2026-04-12 22:00:05
7504243,Pond's BB+ Cream Instant Spot Coverage + Light Makeup Glow - Natural (9g),99.0,3.4,2026-04-12 22:00:05
7540743,Maybelline New York Fit Me Matte + Poreless Primer SPF 20 (30ml),371.0,3.9,2026-04-12 22:00:05
7608791,TIRTIR Mask Fit Red Mini Cushion - 21N Ivory (4.5 g),1020.0,4.0,2026-04-12 22:00:05
7615359,M.A.C Studio Fix Powder Plus Foundation - NC35 (12 g),2550.0,3.9,2026-04-12 22:00:05
8686634,Huda Beauty Blush Filter - Rose Berry (7.5 g),3740.0,4.3,2026-04-12 22:00:05
7529300,Daily Life Forever52 16 Color Camouflage HD Palette CHP001 (40gm),2639.0,4.1,2026-04-12 22:00:05
7541004,Smashbox Halo Healthy Glow All in One Tinted Moisturizer Broad Spectrum SPF 25 - Light Neutral (12ml),1750.0,4.5,2026-04-12 22:00:05
7602059,PAC Glow-from-within Essentials Combo,2541.0,4.7,2026-04-12 22:00:05
7600880,RENEE Bollywood Filter (45 g),637.0,4.1,2026-04-12 22:00:05
7608820,TIRTIR Mask Fit Red Cushion - 21N Ivory18G (18 g),1742.0,4.3,2026-04-12 22:00:05
8625847,"Lakme Be-Jewel Luminous Setting Spray, Weightless Mist, Up to 16 Hr Lock in, Alcohol Free - (100 ml)",562.0,3.9,2026-04-12 22:00:05
7511643,Insight Cosmetics Pore Minimizer Primer - (10ml),117.0,3.7,2026-04-12 22:00:05
9058347,Insight Cosmetics Skin Tint 5In1 Multifunctional Serum Foundation - Latte Please ! (30 g),319.0,3.9,2026-04-12 22:00:05
7527152,Maybelline New York Fit Me Matte - Poreless Setting Spray (60ml),629.0,3.8,2026-04-12 22:00:05
7603068,Swiss Beauty Blusher & Highlighter Palette - 02 (8 g),244.0,4.0,2026-04-12 22:00:05
7608795,TIRTIR Mask Fit Red Cushion - 29N Natural Beige (18 g),1742.0,4.3,2026-04-12 22:00:05
7551538,"Faces Canada Ultime Pro Makeup Fixer, Long Lasting,Hydrating Makeup Setting Spray, No alcohol-(50 ml)",279.0,3.7,2026-04-12 22:00:05
8624813,The Face Shop Rice Range Brightening Routine Combo - Cleansing Oil + Cleanser + Toner + Cream,2490.0,4.1,2026-04-12 22:00:05
7617535,L'Oreal Paris Infallible 24H Tinted Serum Foundation - 4-5 Medium (30 ml),699.0,4.5,2026-04-12 22:00:05
7608784,TIRTIR Mask Fit Red Cushion - 21C Cool Ivory (18 g),1742.0,4.3,2026-04-12 22:00:05
7568845,Laura Mercier Translucent Loose Setting Powder Mini - Translucent (9.3g),2850.0,4.6,2026-04-12 22:00:05
7552401,Tulips Cotton Pads 100S in Bag - (100Pcs),135.0,4.2,2026-04-12 22:00:05
7559047,Insight Cosmetics Banana Powder - Beige (40g),193.0,3.7,2026-04-12 22:00:05
8726256,hince True Dimension Radiance Balm - Tp001 Clear (10 g),1529.0,4.1,2026-04-12 22:00:05
8627016,NARS Natural Radiant Longwear Foundation - Punjab (30 ml),4800.0,4.3,2026-04-12 22:00:05
7502106,Swiss Beauty Real Make Up Base Highlighting Primer - Natural Tint (32ml),321.0,3.9,2026-04-12 22:00:05
7532449,Daily Life Forever52 Makeup Fixer Spray KMF001 (100ml),1231.0,3.9,2026-04-12 22:00:05
8657734,Etude Fruity Lip & Cheek Blur Balm - 05 Plump Raspberry (2.3 g),760.0,5.0,2026-04-12 22:00:05
7524006,Garnier Skin Naturals Micellar Oil-Infused Cleansing Water (125ml),220.0,4.2,2026-04-12 22:00:05
7616270,Rom&nd See Through Veillighter - 02 Moonkissed Veil (5.5 g),765.0,4.3,2026-04-12 22:00:05
8706491,Huda Beauty Cheek & Lip Duo - Berries And Cream (2 pcs),2880.0,4.5,2026-04-12 22:00:05
8681969,TIRTIR Mask Fit All-Cover Cushion Mini - 21C Cool Ivory (4.5 g),1020.0,3.9,2026-04-12 22:00:05
7571199,Charmacy Milano Matte Foundation - 01 (30ml),967.0,3.9,2026-04-12 22:00:05
7518937,L.A. Girl PRO Conceal Corrector Orange (8g),715.0,4.0,2026-04-12 22:00:05
7615363,M.A.C Studio Fix Powder Plus Foundation - NC20 (12 g),2550.0,3.9,2026-04-12 22:00:05
7567193,Huda Beauty Easy Bake Loose Powder Mini - Cherry Blossom (6 g),1900.0,4.4,2026-04-12 22:00:05
7602904,Swiss Beauty Matte Makeup Fixer - (70 ml),216.0,4.0,2026-04-12 22:00:05
8596701,Laneige Neo Essential Blurring Finish Powder - Transparent (7 g),1317.0,4.2,2026-04-12 22:00:05
8676139,"Akind One For All Multi-Tint - Barrier-Loving Tint for Lips, Cheeks & Eyes - Power Nap (5.5 ml)",417.0,3.9,2026-04-12 22:00:05
7550927,Anastasia Beverly Hills Dewy Set Original Setting Mini Spray(30ml),1402.0,4.0,2026-04-12 22:00:05
7603022,Swiss Beauty Blusher & Highlighter Palette - 03 (8 g),244.0,4.0,2026-04-12 22:00:05
7524008,Garnier Skin Naturals Micellar Cleansing Water (125ml),199.0,4.1,2026-04-12 22:00:05
7608770,TIRTIR Mask Fit Red Mini Cushion - 24N Latte (4.5 g),1020.0,4.0,2026-04-12 22:00:05
7594119,"Maybelline New York Instant Age Rewind Concealer, Light with Garnier Micellar Cleansing Water Combo",534.0,4.1,2026-04-12 22:00:05
7608528,Sheglam Color Bloom Liquid Blush - Rose Ritual (5.2 ml),466.0,4.2,2026-04-12 22:00:05
7501885,SUGAR Cosmetics All Set To Go Translucent Loose Powder - Beige (7g),571.0,3.4,2026-04-12 22:00:05
7601091,Insight Cosmetics Pro Concealer & Corrector Palette Combo,433.0,3.9,2026-04-12 22:00:05
8576339,FENTY BEAUTY Diamond Bomb All-Over Diamond Veil - How Many Carats?! (8 g),4375.0,4.2,2026-04-12 22:00:05
7523996,Garnier Skin Naturals Micellar Cleansing Water (400ml),374.0,4.1,2026-04-12 22:00:05
7541542,PAC Micro Finish Makeup Fixer (120ml),985.0,4.2,2026-04-12 22:00:05
7550744,Benefit Cosmetics The POREfessional Face Primer Mini - Transparent (7.5ml),1386.0,4.3,2026-04-12 22:00:05
9058348,Insight Cosmetics Skin Tint 5In1 Multifunctional Serum Foundation - Brewtiful (30 g),319.0,3.9,2026-04-12 22:00:05
